screen_name,location,id,source,favorite_count,favorited,lang,hashtags,created_at,text,tags,is_retweet,retweet_author,n_words,has_link,emoji_count,emojis
theeaglesvision,"Cape Town, South Africa",1086538897071460352,dlvr.it,0,False,en,[],2019-07-04 16:44:36,IndieWire ‘Guava Island’ Behind the Scenes Videos: Meet the Cuban Talent in Donald Glover’s Film: The vibrant musical sta…,[],True,Streamlab_za,122,False,0,
BubbleJunction,Cape Town,2330013276,dlvr.it,0,False,en,[],2019-07-04 16:44:36,IndieWire ‘Guava Island’ Behind the Scenes Videos: Meet the Cuban Talent in Donald Glover’s Film: The vibrant musical sta…,[],True,Streamlab_za,122,False,0,
bjeaglefeather,Cape Town,321603690,dlvr.it,0,False,en,[],2019-07-04 16:44:36,IndieWire ‘Guava Island’ Behind the Scenes Videos: Meet the Cuban Talent in Donald Glover’s Film: The vibrant musical sta…,[],True,Streamlab_za,122,False,0,
MyLovePolice,"Cape Town, South Africa",1952107862,dlvr.it,0,False,en,[],2019-07-04 16:44:35,IndieWire ‘Guava Island’ Behind the Scenes Videos: Meet the Cuban Talent in Donald Glover’s Film: The vibrant musical sta…,[],True,Streamlab_za,122,False,0,
BabySpaceJeebus,"New Troy, Metropolis",2579085295,Twitter for Android,0,False,en,"[{'text': 'SpiderManFarFromHome', 'indices': [5, 26]}, {'text': 'MCU', 'indices': [66, 70]}]",2019-07-04 16:44:29,"With marking the end of this chapter in the , which Phase 3 film is your favorite? Mine i… https://t.co/lCOJbJyQ5L","['SpiderManFarFromHome', 'MCU']",False,,114,True,0,
Streamlab_za,"Cape Town, South Africa",1023968867541045248,dlvr.it,1,False,en,[],2019-07-04 16:44:07,IndieWire ‘Guava Island’ Behind the Scenes Videos: Meet the Cuban Talent in Donald Glover’s Film: The vibrant music… https://t.co/BWtQNxyQIl,[],False,,140,True,0,
AdamsFantasy,USA,485777932,Twitter for Android,0,False,en,"[{'text': 'Buddha', 'indices': [109, 116]}, {'text': 'writing', 'indices': [117, 125]}, {'text': 'acting', 'indices': [126, 133]}, {'text': 'film', 'indices': [134, 139]}]",2019-07-04 16:43:53,No one saves us but ourselves. No one can and no one may. We ourselves must walk the path.,"['Buddha', 'writing', 'acting', 'film']",True,noveliciouss,90,False,0,
BadIdeasPodcast,http://webegeekspc.com,2347285056,Twitter for iPhone,0,False,en,"[{'text': 'FourthofJuly2019', 'indices': [6, 23]}, {'text': 'HOBI', 'indices': [39, 44]}, {'text': 'film', 'indices': [57, 62]}, {'text': 'Pixar', 'indices': [91, 97]}, {'text': 'gameshow', 'indices': [100, 109]}]",2019-07-04 16:43:14,"Enjoy w/latest ep of ! Talking w/ critic @miamitownjeff about , reboo… https://t.co/q39GQjS5Dl","['FourthofJuly2019', 'HOBI', 'film', 'Pixar', 'gameshow']",False,,94,True,0,
auditionsalert,South Africa,914859521402658816,Instagram,1,False,en,"[{'text': 'auditions', 'indices': [15, 25]}, {'text': 'auditionsng', 'indices': [26, 38]}, {'text': 'casting', 'indices': [39, 47]}, {'text': 'castingcall', 'indices': [48, 60]}, {'text': 'Film', 'indices': [61, 66]}, {'text': 'Nollywood', 'indices': [67, 77]}, {'text': 'Nigeria', 'indices': [78, 86]}, {'text': 'talent', 'indices': [87, 94]}, {'text': 'auditionsalert', 'indices': [95, 110]}]",2019-07-04 16:43:01,Tag a friend. ng call alert Re… https://t.co/bSLyqB1wDq,"['auditions', 'auditionsng', 'casting', 'castingcall', 'Film', 'Nollywood', 'Nigeria', 'talent', 'auditionsalert']",False,,55,True,0,
SplashSportsPix,United States,1006681667707244546,Twitter for iPhone,0,False,en,"[{'text': 'Football', 'indices': [124, 133]}]",2019-07-04 16:42:56,"️ Matthew Shams | WT: 185 | HT: 5’10”| WR/TE/LB | 2020| Charter HS | Escondido,CA @ShamsMatthew . .","['Football', 'Coll']",True,ZipSportsPix,102,False,3,🏈 ☄ 🏈
lightscameraatx,"Austin, TX",125741757,Twitter for iPhone,0,False,en,"[{'text': 'boxoffice', 'indices': [98, 108]}, {'text': 'SpiderManFarFromHome', 'indices': [109, 130]}]",2019-07-04 16:42:27,How much will Spider-Man: Far From Home make during its first 6 days in release?,"['boxoffice', 'SpiderManFarFromHome', 'SpiderM']",True,thefilmpoll,80,False,0,
thefilmpoll,unknown,918274438235394048,Twitter for iPhone,0,False,en,"[{'text': 'boxoffice', 'indices': [98, 108]}, {'text': 'SpiderManFarFromHome', 'indices': [109, 130]}]",2019-07-04 16:42:08,How much will Spider-Man: Far From Home make during its first 6 days in release?,"['boxoffice', 'SpiderManFarFromHome', 'SpiderM']",True,thefilmpoll,80,False,0,
ImShahith,"Coimbatore, India",824533198432382977,Twitter for Android,0,False,en,"[{'text': 'Kaappaan', 'indices': [21, 30]}, {'text': 'Single', 'indices': [33, 40]}, {'text': 'Album', 'indices': [52, 58]}, {'text': 'Trailer', 'indices': [67, 75]}, {'text': 'Film', 'indices': [99, 104]}]",2019-07-04 16:41:27,- Tomorrow - 23rd - August 20 ( Mostly ) - August 30th,"['Kaappaan', 'Single', 'Album', 'Trailer', 'Film']",True,Provipressmedia,54,False,0,
cinefan_ca,"Montréal, Québec",980129015041323008,Twitter Web Client,1,False,en,"[{'text': 'CinefanBoy', 'indices': [0, 11]}, {'text': 'Top5', 'indices': [12, 17]}, {'text': 'Movies', 'indices': [18, 25]}, {'text': 'SpiderManFarFromHome', 'indices': [46, 67]}, {'text': 'IMAX', 'indices': [101, 106]}]",2019-07-04 16:41:16,for this weekend 1- @SpiderManMovie @SonyPicturesCan 2-… https://t.co/5Zdgmqo3JE,"['CinefanBoy', 'Top5', 'Movies', 'SpiderManFarFromHome', 'IMAX']",False,,80,True,0,
NathanFrancis__,Meatspace/Cyberspace,1469573318,Twitter for Android,0,False,en,"[{'text': 'Film', 'indices': [21, 26]}, {'text': 'TV', 'indices': [31, 34]}]",2019-07-04 16:41:00,"As the Lines Between and Blur, the Academies Should Merge. The barriers that separate the two art forms a… https://t.co/VYBvWC3oB2","['Film', 'TV']",False,,130,True,0,
BuddyBrennan,"Cambridge, Ontario",76083417,Twitter Web Client,1,False,en,[],2019-07-04 16:40:59,"A quote from a talented, skilled actor-   ""I am looking for the truth. The audience doesn't come to see you, they c… https://t.co/T4iO7uX2g9",[],False,,140,True,0,
chaddockcostelo,"Langley, British Columbia",178460962,Twitter for iPhone,0,False,en,[],2019-07-04 16:40:55,"Two Indigenous women honoured at TV and film awards show in Vancouver 
“late award-winning filmmaker Barb Cranmer.
As w…",[],True,MadeleineSauve,120,False,0,
proportionprod,"London, UK",2789882197,Twitter for iPhone,0,False,en,"[{'text': 'SpoilerAlert', 'indices': [63, 76]}, {'text': 'horror', 'indices': [111, 118]}, {'text': 'film', 'indices': [119, 124]}, {'text': 'filming', 'indices': [125, 133]}]",2019-07-04 16:40:47,"Thanks to the amazing team at @proportionprod - , it doesn’t end well for ‘Mary’! ing","['SpoilerAlert', 'horror', 'film', 'filming', 'movi']",True,_nkwright,85,False,0,
menardjoseph1,"Burlington, VT",2790753691,Twitter Web Client,0,False,en,"[{'text': 'podcast', 'indices': [38, 46]}, {'text': 'ToyStory4', 'indices': [63, 73]}]",2019-07-04 16:40:46,"Check out our latest where we review , and debate Clint Eastwood's best directorial work: https://t.co…","['podcast', 'ToyStory4']",True,sttepodcast,103,True,0,
scottlyus,"London, England",868758320,Twitter for Android,0,False,en,[],2019-07-04 16:40:40,"We were incredibly grateful for smashing the target on the short film Black Mass, thanks to all the amazing fans, supporters a…",[],True,mel3182,127,False,0,
tailbest,"Sandpoint, ID",385060818,Instagram,0,False,en,"[{'text': 'new', 'indices': [26, 30]}, {'text': 'movie', 'indices': [31, 37]}, {'text': 'film', 'indices': [38, 43]}, {'text': 'dvd', 'indices': [44, 48]}, {'text': 'criterion', 'indices': [49, 59]}, {'text': 'criterioncollection', 'indices': [60, 80]}, {'text': 'dvdcollection', 'indices': [81, 95]}, {'text': 'thethirdman', 'indices': [96, 108]}, {'text': 'naked', 'indices': [109, 115]}]",2019-07-04 16:40:33,More Criterion additions. collection collection https://t.co/IS37Nd1KRi,"['new', 'movie', 'film', 'dvd', 'criterion', 'criterioncollection', 'dvdcollection', 'thethirdman', 'naked']",False,,71,True,0,
emma_hallam,"Scarborough, England",139775442,Twitter for Android,0,False,en,[],2019-07-04 16:40:25,A new short film project organised with @thisisjukebox starting on the 17th July at the fabulous location of Koda Coffee…,[],True,MarthaCattell,121,False,0,
savy___reads,Un irréductible village gaulois...,902894874449637377,Twitter Web App,0,False,en,"[{'text': 'writing', 'indices': [109, 117]}]",2019-07-04 16:40:21,"When you write, you want to get rid of the world, don’t you? Of course you do. When you’re , you're creating your…",['writing'],True,noveliciouss,114,False,0,
WhistlerMovie,"Vancouver, British Columbia",892580121969696768,Twitter Web Client,1,False,en,"[{'text': 'DaysOfTheDead', 'indices': [63, 77]}, {'text': 'horror', 'indices': [106, 113]}]",2019-07-04 16:40:07,We're heading to Indianapolis this weekend with @EtheriaFN for convention! @DaysOfTheDead1 https://t.co/weQVO4TXS8,"['DaysOfTheDead', 'horror']",False,,114,True,0,
SplashSportsPix,United States,1006681667707244546,Twitter for iPhone,0,False,en,"[{'text': 'Football', 'indices': [126, 135]}]",2019-07-04 16:39:52,"Deaven Hawkins| ATH |WT: 155 | HT: 5’8”| WR | 2020 | Warren County HS | Warrenton, NC @Deaven82 . .","['Football', 'Co']",True,BlastSportsPix,103,False,3,🏈 🔥 🏈
pndphoto,London,938845825,Instagram,0,False,en,[],2019-07-04 16:39:43,Coming to the end of season 1 @outlander_starz here’s a headshot of actor @jamiefirth90 who clearly could have been… https://t.co/InwYjS3rRO,[],False,,140,True,0,
newplaysuk,"Norwich, England",2199147067,Twitter Web Client,0,False,en,[],2019-07-04 16:39:07,"We were incredibly grateful for smashing the target on the short film Black Mass, thanks to all the amazing fans, supporters a…",[],True,mel3182,127,False,0,
Layne_A_Wilson,Pittsburgh-LA,2899605544,Twitter for iPhone,0,False,en,[],2019-07-04 16:38:45,Positivity Over One Bad Hour! Welcome to ‘Throwback Thursday’ with @Layne_A_Wilson To watch the full video and check out o…,[],True,AWholeProds,123,False,0,
AWholeProds,"Hollywood, Los Angeles",974788958688133120,Twitter for iPhone,2,False,en,[],2019-07-04 16:38:28,Positivity Over One Bad Hour! Welcome to ‘Throwback Thursday’ with @Layne_A_Wilson To watch the full video and chec… https://t.co/3boeYFs0qx,[],False,,140,True,0,
PonmohanH,"Kangayam, Tiruphur",3991727834,Twitter for Android,0,False,en,"[{'text': 'Kaappaan', 'indices': [21, 30]}, {'text': 'Single', 'indices': [33, 40]}, {'text': 'Album', 'indices': [52, 58]}, {'text': 'Trailer', 'indices': [67, 75]}, {'text': 'Film', 'indices': [99, 104]}]",2019-07-04 16:37:47,- Tomorrow - 23rd - August 20 ( Mostly ) - August 30th,"['Kaappaan', 'Single', 'Album', 'Trailer', 'Film']",True,Provipressmedia,54,False,0,
kourkounis,Philly,204641626,IFTTT,0,False,en,"[{'text': 'jumprope', 'indices': [13, 22]}, {'text': 'film', 'indices': [50, 55]}]",2019-07-04 16:37:23,Buffalo 1993 https://t.co/uJqNw9gKuQ https://t.co/yJjeLYaKy8,"['jumprope', 'buffalo', 'streetphotography', 'film']",False,,60,True,0,
kourkounis,Philly,204641626,IFTTT,0,False,en,"[{'text': 'mattressflips', 'indices': [18, 32]}, {'text': 'christianst', 'indices': [33, 45]}, {'text': 'philly', 'indices': [46, 53]}, {'text': 'streetphotography', 'indices': [54, 72]}, {'text': 'film', 'indices': [73, 78]}, {'text': 'bnw_demand', 'indices': [79, 90]}]",2019-07-04 16:37:22,Philadelphia 1995 https://t.co/l9MlrNz6Ir https://t.co/ruX2BQvtwi,"['mattressflips', 'christianst', 'philly', 'streetphotography', 'film', 'bnw_demand']",False,,65,True,0,
SplashSportsPix,United States,1006681667707244546,Twitter for iPhone,0,False,en,"[{'text': 'Football', 'indices': [122, 131]}]",2019-07-04 16:37:11,"Kareem Wright |WT: 169| HT: 5’9”| RB |2020| American Senior HS| Miami-Dade, FL @remo_3bxnds . .","['Football', 'Colleg']",True,BlastSportsPix,99,False,3,🏈 💦 🏈
64ApplewoodDr,64 AppleWood Dr.,1105524262360834049,Twitter for iPhone,1,False,en,"[{'text': 'HappyBirthdayAmerica', 'indices': [0, 21]}]",2019-07-04 16:36:43,"if you’re like us &amp; started celebrating yesterday, remember to stay hydrated Twitter! And rem… https://t.co/LJT8g3j4WA",['HappyBirthdayAmerica'],False,,122,True,0,
Aravind27504962,unknown,1072088925223538689,Twitter for Android,0,False,en,"[{'text': 'Kaappaan', 'indices': [21, 30]}, {'text': 'Single', 'indices': [33, 40]}, {'text': 'Album', 'indices': [52, 58]}, {'text': 'Trailer', 'indices': [67, 75]}, {'text': 'Film', 'indices': [99, 104]}]",2019-07-04 16:36:12,- Tomorrow - 23rd - August 20 ( Mostly ) - August 30th,"['Kaappaan', 'Single', 'Album', 'Trailer', 'Film']",True,Provipressmedia,54,False,0,
laetitiaeido,Paris,284584837,Twitter for iPhone,18,False,en,"[{'text': 'NewYork', 'indices': [45, 53]}, {'text': 'Pics', 'indices': [104, 109]}]",2019-07-04 16:35:52,"Last stills from the movie shot last year in : ‘ALEPPO’ by @anthonygrippa, with @whereswalles - by… https://t.co/2rdWXZAEjU","['NewYork', 'Pics']",False,,123,True,0,
NKpArjun,"Kumbakonam, India",813382471945490437,Twitter for Android,0,False,en,"[{'text': 'Kaappaan', 'indices': [21, 30]}, {'text': 'Single', 'indices': [33, 40]}, {'text': 'Album', 'indices': [52, 58]}, {'text': 'Trailer', 'indices': [67, 75]}, {'text': 'Film', 'indices': [99, 104]}]",2019-07-04 16:35:39,- Tomorrow - 23rd - August 20 ( Mostly ) - August 30th,"['Kaappaan', 'Single', 'Album', 'Trailer', 'Film']",True,Provipressmedia,54,False,0,
GalihPrasojo8,"Denpasar Timur, Indonesia",1143690864629186560,Twitter for Android,0,False,en,"[{'text': 'avengerendgame', 'indices': [0, 15]}, {'text': 'MarvelStudios', 'indices': [16, 30]}, {'text': 'marvelcomics', 'indices': [31, 44]}, {'text': 'film', 'indices': [45, 50]}]",2019-07-04 16:35:31,Yousuke Shiina : Hurricane Red https://t.co/CHdA0Qv5vl,"['avengerendgame', 'MarvelStudios', 'marvelcomics', 'film']",False,,54,True,0,
luckyLaughy,unknown,229604742,Twitter for iPhone,0,False,en,"[{'text': 'theUpside', 'indices': [0, 10]}, {'text': 'film', 'indices': [11, 16]}]",2019-07-04 16:35:29,@KevinHart4real good movie  https://t.co/HjiTYGtdw4,"['theUpside', 'film']",False,,53,True,2,🔥 🙏
kwanzoku,Toronto & Taipei,167667763,Instagram,0,False,en,"[{'text': 'hotel', 'indices': [4, 10]}, {'text': 'WesAnderson', 'indices': [32, 44]}, {'text': 'film', 'indices': [45, 50]}, {'text': 'Litomyšl', 'indices': [52, 61]}, {'text': 'Czech', 'indices': [66, 72]}, {'text': 'touring', 'indices': [73, 81]}]",2019-07-04 16:34:32,Our is like a set from a : . . @ Litomysl https://t.co/7nIW4XpSsu,"['hotel', 'WesAnderson', 'film', 'Litomyšl', 'Czech', 'touring']",False,,65,True,0,
LanceLEdwards,England,232680359,Twitter for Android,0,False,en,[],2019-07-04 16:34:31,"We were incredibly grateful for smashing the target on the short film Black Mass, thanks to all the amazing fans, supporters a…",[],True,mel3182,127,False,0,
AshlynnAep,Southeast of USA,1122104053725650946,Twitter for iPad,0,False,en,"[{'text': 'film', 'indices': [47, 52]}]",2019-07-04 16:34:24,Please support this important ! Even if it’s just the price of a coffee!! A donation small or large makes the differ…,['film'],True,lizfarahadi,117,False,0,
HireStudios,UK + selected spaces in Europe + US,301473624,Twitter Web Client,1,False,en,"[{'text': 'IcetankStudio', 'indices': [20, 34]}, {'text': 'StudioHire', 'indices': [37, 48]}, {'text': 'FilmLocationSpace', 'indices': [51, 69]}, {'text': 'CoventGarden', 'indices': [70, 83]}, {'text': 'bbc', 'indices': [98, 102]}, {'text': 'filming', 'indices': [103, 111]}]",2019-07-04 16:33:44,BBC in the house at - + . . . . . . https://t.co/bwMuR69xdf,"['IcetankStudio', 'StudioHire', 'FilmLocationSpace', 'CoventGarden', 'bbc', 'filming']",False,,59,True,0,
rogermarshOBE,Leeds City Region,705395522866180097,Twitter Web App,0,False,en,"[{'text': 'TV', 'indices': [23, 26]}, {'text': 'Film', 'indices': [29, 34]}]",2019-07-04 16:33:25,Work in / production? Scaling up your business? Find out about business support and funding by calling our team on…,"['TV', 'Film']",True,InvestLCR,115,False,0,
kourkounis,Philly,204641626,IFTTT,1,False,en,"[{'text': 'jumprope', 'indices': [13, 22]}, {'text': 'film', 'indices': [50, 55]}]",2019-07-04 16:33:16,Buffalo 1993 https://t.co/uJqNw9gKuQ https://t.co/1lBUx97ZVs,"['jumprope', 'buffalo', 'streetphotography', 'film']",False,,60,True,0,
kourkounis,Philly,204641626,IFTTT,0,False,en,"[{'text': 'mattressflips', 'indices': [18, 32]}, {'text': 'christianst', 'indices': [33, 45]}, {'text': 'philly', 'indices': [46, 53]}, {'text': 'streetphotography', 'indices': [54, 72]}, {'text': 'film', 'indices': [73, 78]}, {'text': 'bnw_demand', 'indices': [79, 90]}]",2019-07-04 16:33:15,Philadelphia 1995 https://t.co/l9MlrNz6Ir https://t.co/V68TKlFJv2,"['mattressflips', 'christianst', 'philly', 'streetphotography', 'film', 'bnw_demand']",False,,65,True,0,
billiemelissa_,probably at a cinema,1097819434700496896,Twitter for iPhone,0,False,en,[],2019-07-04 16:32:49,** 40 Movies from the first half of 2019 ** The 2019 in Film Halftime Report finishes with The Movies Take a look here:,['Fil'],True,Filmotomy,119,False,0,
jaspercolesays,"Los Angeles, CA",181252909,Twitter for iPhone,0,False,en,[],2019-07-04 16:32:34,Obtain the newest episode from @JasperColeSays right here. Nothing you could possibly think of is better than this episod…,[],True,BSpodNetwork,122,False,0,
Oscar_Summers,unknown,1489701024,Twitter for Android,0,False,en,[],2019-07-04 16:32:03,"Movie: ""The Perfection"" (2019)
Directed by Richard Shepard
Written by Richard Shepard, Eric Charmelo &amp; Nicole Snyde… https://t.co/1vHZZbcdWF",[],False,,144,True,0,
MadeleineSauve,By your side Abbotsford,101683207,Twitter for iPhone,2,False,en,[],2019-07-04 16:31:59,"Two Indigenous women honoured at TV and film awards show in Vancouver 
“late award-winning filmmaker Barb Cranmer.… https://t.co/FMt0tPMWG1",[],False,,139,True,0,
rva48hfp,"Richmond, VA",167081712,Twitter for iPhone,0,False,en,"[{'text': 'Film', 'indices': [37, 42]}, {'text': 'FilmMaking', 'indices': [43, 54]}, {'text': 'Movie', 'indices': [55, 61]}, {'text': 'Moviemaking', 'indices': [62, 74]}, {'text': 'Cinema', 'indices': [75, 82]}, {'text': 'Indie', 'indices': [83, 89]}, {'text': 'RVA', 'indices': [90, 94]}, {'text': 'VAFilm', 'indices': [95, 102]}]",2019-07-04 16:31:53,"Look who’s back! Welcome back, team! Making making VA… https://t.co/mfxuYPQ4JE","['Film', 'FilmMaking', 'Movie', 'Moviemaking', 'Cinema', 'Indie', 'RVA', 'VAFilm', 'FilmVA', 'Film']",False,,78,True,0,
ogata_photo,"Brooklyn, NY",740347033366716416,IFTTT,2,False,en,"[{'text': 'art', 'indices': [23, 27]}, {'text': 'rock', 'indices': [28, 33]}, {'text': 'editorial', 'indices': [34, 44]}, {'text': 'drummer', 'indices': [45, 53]}, {'text': 'painting', 'indices': [54, 63]}, {'text': 'actor', 'indices': [64, 70]}, {'text': 'rapper', 'indices': [71, 78]}, {'text': 'filmdirector', 'indices': [79, 92]}, {'text': 'artist', 'indices': [93, 100]}, {'text': 'film', 'indices': [101, 106]}]",2019-07-04 16:31:51,Musician... @darujones ist https://t.co/2b7J9OWYr2,"['art', 'rock', 'editorial', 'drummer', 'painting', 'actor', 'rapper', 'filmdirector', 'artist', 'film']",False,,50,True,0,
crossbowstudio,"Philadelphia, PA",21223161,SocialOomph,2,False,en,"[{'text': 'mikefiggis', 'indices': [64, 75]}, {'text': 'directing', 'indices': [76, 86]}, {'text': 'film', 'indices': [87, 92]}, {'text': 'movielover', 'indices': [93, 104]}]",2019-07-04 16:31:36,There's nothing quite like the idea of failing spectacularly... https://t.co/Gczbuq36hZ,"['mikefiggis', 'directing', 'film', 'movielover']",False,,87,True,0,
B0LLYW00D123456,unknown,816205074053537792,Twitter for Android,0,False,en,"[{'text': 'Super30', 'indices': [18, 26]}, {'text': 'superstar', 'indices': [84, 94]}, {'text': 'hrithikroshan', 'indices': [95, 109]}, {'text': 'hrithik', 'indices': [110, 118]}, {'text': 'star', 'indices': [119, 124]}, {'text': 'actor', 'indices': [125, 131]}]",2019-07-04 16:31:23,First Day First Show Celebration  @iHrithik @mrunal0801,"['Super30', 'superstar', 'hrithikroshan', 'hrithik', 'star', 'actor', 'bollyw']",True,HrfcKolhapur,56,False,1,😍
HasniAchu,chennai😎,3069555673,Twitter for Android,0,False,en,"[{'text': 'Kaappaan', 'indices': [21, 30]}, {'text': 'Single', 'indices': [33, 40]}, {'text': 'Album', 'indices': [52, 58]}, {'text': 'Trailer', 'indices': [67, 75]}, {'text': 'Film', 'indices': [99, 104]}]",2019-07-04 16:31:07,- Tomorrow - 23rd - August 20 ( Mostly ) - August 30th,"['Kaappaan', 'Single', 'Album', 'Trailer', 'Film']",True,Provipressmedia,54,False,0,
Filmotomy,unknown,52224027,WordPress.com,28,False,en,[],2019-07-04 16:31:05,"** 40 Movies from the first half of 2019 **
The 2019 in Film Halftime Report finishes with The Movies
Take a look h… https://t.co/VKRLimotVe",[],False,,140,True,0,
InvestLCR,Leeds City Region,761123332637003776,Hootsuite Inc.,0,False,en,"[{'text': 'TV', 'indices': [8, 11]}, {'text': 'Film', 'indices': [14, 19]}]",2019-07-04 16:30:57,Work in / production? Scaling up your business? Find out about business support and funding by calling ou… https://t.co/tzOzwBR4fw,"['TV', 'Film']",False,,130,True,0,
Wiser1Wiser,I am English,1145723206973743104,Twitter Web App,0,False,en,"[{'text': 'Buddha', 'indices': [109, 116]}, {'text': 'writing', 'indices': [117, 125]}, {'text': 'acting', 'indices': [126, 133]}, {'text': 'film', 'indices': [134, 139]}]",2019-07-04 16:30:56,No one saves us but ourselves. No one can and no one may. We ourselves must walk the path.,"['Buddha', 'writing', 'acting', 'film']",True,noveliciouss,90,False,0,
GuidaTVPlus,Italia,3360364180,guidatvplus,0,False,en,"[{'text': 'Italia2', 'indices': [17, 25]}, {'text': 'Film', 'indices': [35, 40]}, {'text': 'Azione', 'indices': [41, 48]}, {'text': 'StaseraInTV', 'indices': [49, 61]}]",2019-07-04 16:30:54,04-07-2019 21:15 Hot Fuzz https://t.co/36Cvg6fRM4 https://t.co/kqnCrIChgH,"['Italia2', 'Film', 'Azione', 'StaseraInTV']",False,,73,True,0,
ekgumem,"Los Angeles, CA",850006034332565504,Travel Slovenia,0,False,en,"[{'text': 'YA', 'indices': [14, 17]}, {'text': 'SummerReading', 'indices': [18, 32]}, {'text': 'writingcommunity', 'indices': [33, 50]}, {'text': 'author', 'indices': [60, 67]}, {'text': 'afterlife', 'indices': [68, 78]}, {'text': 'dreams', 'indices': [79, 86]}, {'text': 'bestseller', 'indices': [87, 98]}, {'text': 'victorian', 'indices': [99, 109]}, {'text': 'amreading', 'indices': [110, 120]}, {'text': 'ghosts', 'indices': [121, 128]}, {'text': 'haunted', 'indices': [129, 137]}]",2019-07-04 16:30:30,Trapped! #…,"['YA', 'SummerReading', 'writingcommunity', 'author', 'afterlife', 'dreams', 'bestseller', 'victorian', 'amreading', 'ghosts', 'haunted']",True,LLCartin,11,False,0,
TaniaWade,"Soho, London",146969908,Twitter for iPhone,0,False,en,"[{'text': 'LaPetiteMort', 'indices': [82, 95]}]",2019-07-04 16:30:29,Congratulations to the wonderful Michael Smiley for his film and its World Premiere at @galwayfilm! @mrn…,['LaPetiteMort'],True,TaniaWadeActing,105,False,0,
GuidaTVPlus,Italia,3360364180,guidatvplus,0,False,en,"[{'text': 'TV8', 'indices': [17, 21]}, {'text': 'Fantastico', 'indices': [30, 41]}, {'text': 'Film', 'indices': [42, 47]}, {'text': 'StaseraInTV', 'indices': [48, 60]}]",2019-07-04 16:30:11,04-07-2019 21:35 Hancock https://t.co/36Cvg6fRM4 https://t.co/FTTyuSanSL,"['TV8', 'Fantastico', 'Film', 'StaseraInTV']",False,,72,True,0,
dcproductions,Washington DC . LA . NYC . BOSTON . CHICAGO Join The Legacy Vault,22862651,Twitter Web Client,0,False,en,"[{'text': 'Buddha', 'indices': [109, 116]}, {'text': 'writing', 'indices': [117, 125]}, {'text': 'acting', 'indices': [126, 133]}, {'text': 'film', 'indices': [134, 139]}]",2019-07-04 16:30:08,No one saves us but ourselves. No one can and no one may. We ourselves must walk the path.,"['Buddha', 'writing', 'acting', 'film']",True,noveliciouss,90,False,0,
dvdinfatuation,Pennsylvania,190586896,TweetDeck,1,False,en,"[{'text': '80s', 'indices': [26, 30]}, {'text': 'hoirror', 'indices': [31, 39]}, {'text': 'film', 'indices': [40, 45]}, {'text': 'Sweden', 'indices': [70, 77]}]",2019-07-04 16:30:00,"Due to its violence, this was initially banned in - https://t.co/WtqEPA2Abf https://t.co/U55wo9oZc8","['80s', 'hoirror', 'film', 'Sweden']",False,,99,True,0,
TheDanielCura,"Tampa, FL",46130641,Twitter for iPhone,0,False,en,"[{'text': '4thofJuly', 'indices': [22, 32]}, {'text': 'Jaws', 'indices': [91, 96]}]",2019-07-04 16:28:45,Happy ! Kick off the holiday with our first commentary track for . Sync up with the film and enjoy our bante…,"['4thofJuly', 'Jaws']",True,FWWpodcast,109,False,0,
rey_reymarie,"Halifax, Nova Scotia",1299539581,Instagram,1,False,en,"[{'text': 'musicvideo', 'indices': [39, 50]}, {'text': 'music', 'indices': [51, 57]}, {'text': 'halifaxns', 'indices': [86, 96]}, {'text': 'halifaxmusic', 'indices': [97, 110]}]",2019-07-04 16:28:34,DM directly for your next video shoot! musicvideoshoots https://t.co/5y9RAGI1xI,"['musicvideo', 'music', 'musicvideos', 'halifaxns', 'halifaxmusic']",False,,79,True,0,
TheHBFilmFest,"Paisley, Scotland",1030429440139059200,Twitter Web App,0,False,en,"[{'text': 'director', 'indices': [10, 19]}, {'text': 'Lukewarm', 'indices': [65, 74]}, {'text': 'shortfilm', 'indices': [75, 85]}]",2019-07-04 16:28:24,Thanks to Mitch Yapko (@whoproductions) for submitting to The HB Film Festival. che… https://t.co/HOEQavRf1u,"['director', 'Lukewarm', 'shortfilm']",False,,108,True,0,
MovieNews_TT,unknown,4338991037,Movie_Talk,0,False,en,"[{'text': 'Film', 'indices': [63, 68]}]",2019-07-04 16:28:14,"15 Years Later, What Works And What Doesn't About Spider-Man 2 https://t.co/SvfkOvFjQN",['Film'],False,,86,True,0,
AluDerick,unknown,1146800425817038854,Twitter for Android,0,False,en,"[{'text': 'Angelou', 'indices': [87, 95]}, {'text': 'writing', 'indices': [96, 104]}, {'text': 'acting', 'indices': [105, 112]}]",2019-07-04 16:28:08,If you are always trying to be normal you will never know how amazing you can be. Maya https://t.co/SD9JDWAlF2,"['Angelou', 'writing', 'acting']",False,,110,True,0,
visualvideo_ie,"Dublin City, Ireland",3331416436,Buffer,0,False,en,"[{'text': 'animation', 'indices': [69, 79]}, {'text': 'film', 'indices': [80, 85]}, {'text': 'GraphicDesign', 'indices': [86, 100]}, {'text': 'TechNews', 'indices': [101, 110]}]",2019-07-04 16:28:01,Entering the Cosmic Realm of ‘Dark Phoenix’: https://t.co/gAxQB24FC2 https://t.co/yyYJKe21Pp,"['animation', 'film', 'GraphicDesign', 'TechNews']",False,,92,True,0,
